"diputado_id","diputado_apellido","diputado_nombre","diputado_genero","diputado_distrito","mandato_inicio","mandato_fin","diputado_juramento","diputado_cese","diputado_bloque","bloque_inicio","bloque_fin"
"HCDN1236","ASSEFF","ALBERTO EMILIO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PERONISTA",2011-12-10,2013-09-11
"HCDN1236","ASSEFF","ALBERTO EMILIO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UNIR",2013-09-12,2013-09-16
"HCDN1236","ASSEFF","ALBERTO EMILIO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"COMPROMISO FEDERAL",2013-09-17,2013-12-09
"HCDN1236","ASSEFF","ALBERTO EMILIO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UNIR",2013-12-10,2015-12-09
"HCDN0061","ATANASOF","ALFREDO NESTOR","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN0061","ATANASOF","ALFREDO NESTOR","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-12-09
"HCDN1582","AUSTIN","BRENDA LIS","F","CORDOBA",2013-12-10,2017-12-09,2016-05-18,2017-12-09,"UCR",2016-05-18,2017-12-09
"HCDN1582","AUSTIN","BRENDA LIS","F","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN2357","AVILA","BEATRIZ LUISA","F","TUCUMAN",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PARTIDO POR LA JUSTICIA SOCIAL",2017-12-10,2021-12-09
"HCDN1237","AVOSCAN","HERMAN HORACIO","M","RIO NEGRO",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN2358","AYALA","AIDA BEATRIZ MAXIMA","F","CHACO",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN2359","BAHILLO","JUAN JOSE","M","ENTRE RIOS",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"JUSTICIALISTA",2017-12-10,2021-12-09
"HCDN1530","BALBO","ELVA SUSANA","F","MENDOZA",2015-12-10,2019-12-09,2015-12-04,2018-04-30,"UNION PRO",2015-12-10,2017-12-09
"HCDN1530","BALBO","ELVA SUSANA","F","MENDOZA",2015-12-10,2019-12-09,2015-12-04,2018-04-30,"PRO",2017-12-10,2018-04-30
"HCDN1238","BALCEDO","MARIA ESTER","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1364","BALDASSI","HECTOR","M","CORDOBA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UNION PRO",2013-12-10,2017-12-09
"HCDN1364","BALDASSI","HECTOR","M","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1034","BALDATA","GRISELDA ANGELA","F","CORDOBA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN1034","BALDATA","GRISELDA ANGELA","F","CORDOBA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN1447","BANFI","KARINA","F","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN1146","BARBIERI","MARIO LEANDRO","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1239","BARCHETTA","OMAR SEGUNDO","M","SANTA FE",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"PARTIDO SOCIALISTA",2011-12-10,2015-12-09
"HCDN1389","BARDEGGIA","LUIS MARIA","M","RIO NEGRO",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1401","BARLETTA","MARIO DOMINGO","M","SANTA FE",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN1147","BARRANDEGUY","RAUL ENRIQUE","M","ENTRE RIOS",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN1373","BARRETO","JORGE RUBEN","M","ENTRE RIOS",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN0977","BARRIOS","MIGUEL ANGEL","M","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PARTIDO SOCIALISTA",2007-12-10,2011-12-09
"HCDN0578","BASTEIRO","SERGIO ARIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"ENCUENTRO POPULAR",2007-12-10,2007-12-25
"HCDN0578","BASTEIRO","SERGIO ARIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"ENCUENTRO POPULAR Y SOCIAL",2007-12-26,2009-12-09
"HCDN0578","BASTEIRO","SERGIO ARIEL","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"NUEVO ENCUENTRO POPULAR Y SOLIDARIO",2009-12-10,2011-12-09
"HCDN1240","BASTERRA","LUIS EUGENIO","M","FORMOSA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1240","BASTERRA","LUIS EUGENIO","M","FORMOSA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1241","BAZZE","MIGUEL ANGEL","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UCR",2011-12-10,2015-12-09
"HCDN1241","BAZZE","MIGUEL ANGEL","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN0978","BEDANO","NORA ESTHER","F","CORDOBA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0978","BEDANO","NORA ESTHER","F","CORDOBA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1570","BELLOCQ","GERARDO ALBERTO","M","CORDOBA",2013-12-10,2017-12-09,2016-03-01,2016-04-26,"UCR",2016-03-01,2016-04-26
"HCDN0979","BELOUS","NELIDA","F","TIERRA DEL FUEGO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"ARI AUTONOMO 8 +",2007-12-10,2008-05-22
"HCDN0979","BELOUS","NELIDA","F","TIERRA DEL FUEGO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SOLIDARIDAD E IGUALDAD (SI) - ARI (T.D.F.)",2008-05-23,2009-05-18
"HCDN0979","BELOUS","NELIDA","F","TIERRA DEL FUEGO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SOLIDARIDAD E IGUALDAD (SI) - PROYECTO PROGRESISTA",2009-05-19,2009-08-30
"HCDN0979","BELOUS","NELIDA","F","TIERRA DEL FUEGO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PROYECTO PROGRESISTA",2009-08-31,2010-09-08
"HCDN0979","BELOUS","NELIDA","F","TIERRA DEL FUEGO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SOCIAL PATAGONICO",2010-09-09,2011-12-09
"HCDN0980","BENAS","VERONICA CLAUDIA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"ARI AUTONOMO 8 +",2007-12-10,2008-05-22
"HCDN0980","BENAS","VERONICA CLAUDIA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SOLIDARIDAD E IGUALDAD (SI) - ARI (T.D.F.)",2008-05-23,2009-05-18
"HCDN0980","BENAS","VERONICA CLAUDIA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SOLIDARIDAD E IGUALDAD (SI) - PROYECTO PROGRESISTA",2009-05-19,2009-08-31
"HCDN0980","BENAS","VERONICA CLAUDIA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SOLIDARIDAD E IGUALDAD (SI)",2009-09-01,2009-12-09
"HCDN0980","BENAS","VERONICA CLAUDIA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"SI POR LA UNIDAD POPULAR",2009-12-10,2011-09-06
"HCDN0980","BENAS","VERONICA CLAUDIA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UNIDAD POPULAR",2011-09-07,2011-12-09
"HCDN1148","BENEDETTI","ATILIO FRANCISCO SALVADOR","M","ENTRE RIOS",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1148","BENEDETTI","ATILIO FRANCISCO SALVADOR","M","ENTRE RIOS",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN1359","BERGMAN","SERGIO ALEJANDRO","M","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"UNION PRO",2013-12-10,2015-12-09
"HCDN2360","BERISSO","HERNAN","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1560","BERMEJO","SIXTO OSVALDO","M","CHUBUT",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"TRABAJO Y DIGNIDAD",2016-03-01,2017-12-09
"HCDN1432","BERNABEY","RAMON ERNESTO","M","CORDOBA",2013-12-10,2017-12-09,2014-08-27,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2014-08-27,2016-03-14
"HCDN1432","BERNABEY","RAMON ERNESTO","M","CORDOBA",2013-12-10,2017-12-09,2014-08-27,2017-12-09,"BRIGADIER GENERAL JUAN BAUTISTA BUSTOS",2016-03-15,2017-12-09
"HCDN1149","BERNAL","MARIA EUGENIA","F","JUJUY",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0853","BERTOL","PAULA MARIA","F","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PRO",2009-12-10,2013-12-09
"HCDN0581","BERTONE","ROSANA ANDREA","F","TIERRA DEL FUEGO",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN1567","BESADA","ALICIA IRMA","F","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"UNION PRO",2016-03-01,2017-12-09
"HCDN1334","BETTANIN","JUAN CARLOS","M","SANTA FE",2009-12-10,2013-12-09,2013-06-05,2013-12-09,"NUEVO ENCUENTRO",2013-06-05,2013-06-27
"HCDN1334","BETTANIN","JUAN CARLOS","M","SANTA FE",2009-12-10,2013-12-09,2013-06-05,2013-12-09,"FRENTE NUEVO ENCUENTRO",2013-06-28,2013-12-09
"HCDN1461","BEVILACQUA","GUSTAVO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2019-12-09
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE JUSTICIA UNION Y LIBERTAD - FREJULI",2007-12-10,2009-12-09
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PERONISTA",2011-12-07,2011-12-09
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PERONISTA",2011-12-10,2013-09-16
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"COMPROMISO FEDERAL",2013-09-17,2015-12-09
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"COMPROMISO FEDERAL",2015-12-10,2018-02-05
"HCDN0964","BIANCHI","IVANA MARIA","F","SAN LUIS",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNIDAD JUSTICIALISTA",2018-02-06,2019-12-09
"HCDN1242","BIANCHI","MARIA DEL CARMEN","F","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1070","BIDEGAIN","GLORIA MERCEDES","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1070","BIDEGAIN","GLORIA MERCEDES","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1243","BIELLA CALVET","BERNARDO JOSE","M","SALTA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UDESO SALTA",2011-12-10,2015-12-09
"HCDN0855","BINNER","HERMES JUAN","M","SANTA FE",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"PARTIDO SOCIALISTA",2013-12-10,2017-12-09
"HCDN1150","BLANCO DE PERALTA","BLANCA","F","SANTA CRUZ",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0798","BONASSO","MIGUEL LUIS","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"DIALOGO POR BUENOS AIRES",2007-12-10,2011-12-09
"HCDN0720","BORSANI","LUIS GUSTAVO","M","MENDOZA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN1450","BOSSIO","DIEGO LUIS","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-02-03
"HCDN1450","BOSSIO","DIEGO LUIS","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"JUSTICIALISTA",2016-02-04,2019-06-26
"HCDN1450","BOSSIO","DIEGO LUIS","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2019-06-27,2019-12-09
"HCDN1425","BOYADJIAN","GRACIELA EUNICE","F","TIERRA DEL FUEGO",2011-12-10,2015-12-09,2013-12-04,2015-12-09,"MOV POP FUEGUINO",2013-12-10,2015-12-09
"HCDN2440","BRAGAGNOLO","SEBASTIAN","M","MENDOZA",2015-12-10,2019-12-09,2018-05-09,2019-12-09,"PRO",2018-05-09,2019-12-09
"HCDN2361","BRAMBILLA","SOFIA","F","CORRIENTES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1244","BRAWER","MARA","F","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1435","BREGMAN","MYRIAM","F","BUENOS AIRES",2013-12-10,2017-12-09,2015-06-10,2016-12-06,"PTS - FRENTE DE IZQUIERDA",2015-06-10,2016-12-06
"HCDN1576","BREZZO","MARIA EUGENIA","F","CORDOBA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"UNIDOS POR UNA NUEVA ARGENTINA",2016-03-01,2017-12-09
"HCDN0858","BRILLO","JOSE RICARDO","M","NEUQUEN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"MOV POP NEUQUINO",2009-12-10,2013-12-09
"HCDN1479","BRITEZ","MARIA CRISTINA","F","MISIONES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN0552","BRIZUELA DEL MORAL","EDUARDO SEGUNDO","M","CATAMARCA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE CIVICO Y SOCIAL DE CATAMARCA",2013-12-10,2017-12-09
"HCDN0552","BRIZUELA DEL MORAL","EDUARDO SEGUNDO","M","CATAMARCA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE CIVICO Y SOCIAL DE CATAMARCA",2017-12-10,2021-12-09
"HCDN1245","BRIZUELA Y DORIA DE CARA","OLGA INES","F","LA RIOJA",2011-12-10,2015-12-09,2011-12-06,2014-04-02,"UCR",2011-12-10,2014-04-02
"HCDN1246","BROMBERG","ISAAC BENJAMIN","M","TUCUMAN",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0586","BROWN","CARLOS RAMON","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PERONISTA",2011-12-10,2013-11-14
"HCDN0586","BROWN","CARLOS RAMON","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FE",2013-11-15,2015-12-09
"HCDN0859","BRUE","DANIEL AGUSTIN","M","SANTIAGO DEL ESTERO",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE CIVICO POR SANTIAGO",2009-12-10,2013-12-09
"HCDN1577","BRÜGGE","JUAN FERNANDO","M","CORDOBA",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"UNIDOS POR UNA NUEVA ARGENTINA",2016-03-01,2017-12-05
"HCDN1577","BRÜGGE","JUAN FERNANDO","M","CORDOBA",2015-12-10,2019-12-09,2016-03-01,2019-12-09,"CORDOBA FEDERAL",2017-12-06,2019-12-09
"HCDN2432","BUCCA","EDUARDO","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"JUSTICIALISTA",2017-12-10,2021-12-09
"HCDN1446","BUIL","SERGIO OMAR","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1446","BUIL","SERGIO OMAR","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN0860","BULLRICH","ESTEBAN JOSE","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2010-08-31,"PRO",2009-12-10,2010-08-31
"HCDN0509","BULLRICH","PATRICIA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN0509","BULLRICH","PATRICIA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN0509","BULLRICH","PATRICIA","F","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UNION POR TODOS",2011-12-10,2013-12-09
"HCDN0509","BULLRICH","PATRICIA","F","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UNION PRO",2013-12-10,2015-12-09
"HCDN1376","BURGOS","MARIA GABRIELA","F","JUJUY",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN1376","BURGOS","MARIA GABRIELA","F","JUJUY",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN1151","BURYAILE","RICARDO","M","FORMOSA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1151","BURYAILE","RICARDO","M","FORMOSA",2013-12-10,2017-12-09,2013-12-04,2016-02-29,"UCR",2013-12-10,2016-02-29
"HCDN2676","CABALLERO","ALEJANDRA ALCIRA","F","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2019-06-26,2019-12-09,"PRO",2019-06-26,2019-12-09
"HCDN1360","CABANDIE","JUAN","M","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1360","CABANDIE","JUAN","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1394","CACERES","EDUARDO AUGUSTO","M","SAN JUAN",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UNION PRO",2013-12-10,2017-12-09
"HCDN1394","CACERES","EDUARDO AUGUSTO","M","SAN JUAN",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN0969","CALCAGNO Y MAILLMANN","ERIC","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0981","CALCHAQUI","MARIEL","F","TIERRA DEL FUEGO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1575","CALLERI","AGUSTIN SANTIAGO","M","CORDOBA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"UNIDOS POR UNA NUEVA ARGENTINA",2016-03-01,2017-12-09
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2009-12-09
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"PERONISTA",2009-12-10,2011-12-06
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PERONISTA",2011-12-07,2011-12-09
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PERONISTA",2011-12-10,2013-09-10
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE RENOVADOR",2013-09-11,2015-12-09
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2019-06-25
"HCDN0173","CAMAÑO","GRACIELA","F","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"CONSENSO FEDERAL",2019-06-26,2019-12-09
"HCDN2362","CAMPAGNOLI","MARCELA","F","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"COALICION CIVICA",2017-12-10,2021-12-09
"HCDN2363","CAMPOS","JAVIER","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"COALICION CIVICA",2017-12-10,2021-12-09
"HCDN0862","CANELA","SUSANA MERCEDES","F","SALTA",2011-12-10,2015-12-09,2013-12-04,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2015-12-09
"HCDN1130","CANO","JOSE MANUEL","M","TUCUMAN",2013-12-10,2017-12-09,2013-12-04,2015-12-10,"UCR",2013-12-10,2015-12-10
"HCDN1130","CANO","JOSE MANUEL","M","TUCUMAN",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN2364","CANTARD","ALBOR ANGEL","M","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN2365","CARAMBIA","ANTONIO JOSE","M","SANTA CRUZ",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1072","CARCA","ELISA BEATRIZ","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN1072","CARCA","ELISA BEATRIZ","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN1152","CARDELLI","JORGE JUSTO","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"MOVIMIENTO PROYECTO SUR",2009-12-10,2013-12-09
"HCDN0864","CARLOTTO","REMO GERARDO","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0864","CARLOTTO","REMO GERARDO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2016-06-22
"HCDN0864","CARLOTTO","REMO GERARDO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"PERONISMO PARA LA VICTORIA",2016-06-23,2017-12-09
"HCDN1247","CARMONA","GUILLERMO RAMON","M","MENDOZA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1247","CARMONA","GUILLERMO RAMON","M","MENDOZA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1495","CAROL","ANALUZ AILEN","F","TIERRA DEL FUEGO",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1153","CARRANZA","CARLOS ALBERTO","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN1153","CARRANZA","CARLOS ALBERTO","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-09-10
"HCDN1153","CARRANZA","CARLOS ALBERTO","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE RENOVADOR",2013-09-11,2013-12-09
"HCDN1333","CARRILLO","MARIA DEL CARMEN","F","TUCUMAN",2011-12-10,2015-12-09,2013-03-13,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-03-13,2015-12-09
"HCDN0079","CARRIO","ELISA MARIA AVELINA","F","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"COALICION CIVICA",2009-12-10,2011-12-05
"HCDN0079","CARRIO","ELISA MARIA AVELINA","F","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"COALICION CIVICA - ARI",2011-12-06,2013-12-09
